Mon May 30 14:42:21 2022    profile.prof

         882669 function calls (823570 primitive calls) in 4.464 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\preprocessing\text\__init__.py:15(<module>)
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\contrib\reduce_slice_ops\__init__.py:21(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\quantize\python\input_to_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\head.py:51(TimeSeriesRegressionHead)
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:496(<listcomp>)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\nest.py:1240(yield_flat_paths)
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\object_identity.py:40(__eq__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:392(<listcomp>)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:453(<genexpr>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\crf\python\ops\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\transform_diagonal.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\distributions\transformed_distribution.py:122(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\training\tuner.py:29(Tuner)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\replicate_model_fn.py:257(TowerOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\applications\resnet50\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\applications\vgg19\__init__.py:15(<module>)
        1    0.000    0.000    0.037    0.037 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\client\__init__.py:15(<module>)
        2    0.000    0.000    0.000    0.000 =\lib\collections\__init__.py:413(_replace)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\errors_impl.py:119(__str__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\naming.py:90(function_name)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\ops\sort_ops.py:19(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\factorization\python\ops\gmm_ops.py:92(GmmAlgorithm)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\linear_optimizer\python\ops\sdca_ops.py:56(SdcaModel)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\linear_optimizer\python\ops\sparse_feature_column.py:20(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\logistic.py:37(Logistic)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:560(_shape_as_list)
       12    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:580(get_shape)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:309(visit_ImportFrom)
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:887(visit_arg)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\ag_ctx.py:53(__enter__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:3155(IndyGRUCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:3278(IndyLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\enumerate_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\deterministic.py:43(_BaseDeterministic)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\metric_key.py:20(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\applications\mobilenet\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\datasets\imdb\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\model_analyzer.py:29(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\numpy\core\getlimits.py:365(__new__)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\google\protobuf\symbol_database.py:192(Default)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\function.py:94(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_ContextStartStep}
        2    0.000    0.000    0.714    0.357 =\lib\site-packages\tensorflow_core\python\eager\function.py:2638(bound_method_wrapper)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:620(captures)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:178(<listcomp>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\return_statements.py:311(visit_With)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_grad.py:518(_NegGrad)
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\contrib\compiler\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:499(GridLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\target_column.py:135(_TargetColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column.py:1828(_RealValuedColumn)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\ops\distributions\bijector.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\kumaraswamy.py:70(Kumaraswamy)
       13    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:132(__instancecheck__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\python\estimator\inputs\inputs.py:15(<module>)
       18    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4978(_device_function_stack)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\nest.py:282(assert_same_structure)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\network.py:533(trainable_weights)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:797(<listcomp>)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:1037(<genexpr>)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\custom_gradient.py:44(copy_handle_data)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:849(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\compiler\jit.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\writers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\datasets\cifar10\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\export\export_lib.py:30(<listcomp>)
       15    0.000    0.000    0.000    0.000 =\lib\inspect.py:687(<genexpr>)
        2    0.000    0.000    0.000    0.000 =\lib\enum.py:447(_get_mixins_)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:350(__init__)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\control_flow_state.py:754(MaybeCreateControlFlowState)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:176(as_tuple)
        3    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\distributions\kullback_leibler.py:192(__call__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:3422(NTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\metric_spec.py:229(MetricSpec)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\inputs\queues\feeding_functions.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\independent.py:35(Independent)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\saved_model_estimator.py:15(<module>)
        9    0.000    0.000    0.000    0.000 =\lib\inspect.py:228(istraceback)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:662(<listcomp>)
       13    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:824(rewriter_toggle)
        4    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_ops.py:1036(truediv)
        3    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:485(visit_Return)
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\python\autograph\converters\function_scopes.py:119(transform)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\power_transform.py:35(PowerTransform)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:957(ExportMonitor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\relaxed_onehot_categorical.py:37(ExpRelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\execution_callbacks.py:34(ExecutionCallback)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\tensorboard\plugins\__init__.py:15(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRestartOnThread}
        5    0.000    0.000    0.000    0.000 {method 'FindMethodByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:180(__hash__)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\distribute\distribution_strategy_context.py:41(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column.py:1027(_EmbeddingColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\estimator.py:86(_DistributionRegressionHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\keras\api\keras\datasets\reuters\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\model.py:58(TimeSeriesModel)
        2    0.000    0.000    0.001    0.000 =\lib\imp.py:142(get_data)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1604(<listcomp>)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\backprop.py:801(__enter__)
        1    0.000    0.000    0.000    0.000 =\lib\tempfile.py:465(__init__)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:411(<listcomp>)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\transformer.py:132(__setattr__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\continue_statements.py:117(_visit_non_loop_body)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:724(CudnnOpaqueParamsSaveable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\affine_linear_operator.py:35(AffineLinearOperator)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\invert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\square.py:35(Square)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\learn_io\data_feeder.py:287(DataFeeder)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\seed_stream.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\data\dataset.py:31(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\canned\optimizers.py:30(<listcomp>)
        6    0.000    0.000    0.000    0.000 =\lib\_collections_abc.py:72(_check_methods)
